Title;URL;Engine;Info;Dimensions;Year Built;Location;Price;Model;Length;Beam;Age
Laurent Giles 43;https://www.yachtall.com/en/boat/laurent-giles-43-s152526; Lombardini LDW 1204, 30 hp (22 kW), diesel; Laurent Giles, old-timer; 13.50 m x 2.80 m;1935;Netherlands;55000;Laurent Giles;13.5;2.8;88
EURO Voiles Cotre Aurique Classique;https://www.yachtall.com/en/boat/euro-voiles-cotre-aurique-classique-s191656; Yanmar, 16 hp (12 kW), diesel; EURO Voiles, used boat, wooden boat; 7.95 m x 2.60 m;1980;France, Toulon;55000;EURO Voiles;7.95;2.6;43
Mascot 35DS;https://www.yachtall.com/en/boat/mascot-35ds-s193454; Volvo Penta 2003T, 43 hp (32 kW), diesel; Mascot Boats, used boat; 11.30 m x 3.40 m;1992;Great Britain, Ardrossan;54995;Mascot Boats;11.3;3.4;31
Moody 34 Excel;https://www.yachtall.com/en/boat/moody-34-excel-s209439; Volvo Penta MD2030, 29 hp (21 kW), diesel; Moody, used boat; 10.29 m x 3.48 m;1999;Great Britain, Ardrossan;54995;Moody;10.29;3.48;24
Sirena Pedrick 40;https://www.yachtall.com/en/boat/sirena-pedrick-40-s209071; Nanni Diesel 4220, 43 hp (32 kW), diesel; Sirena Marine, used boat; 12.20 m x 3.75 m;1996;Great Britain, Ardrossan;54950;Sirena Marine;12.2;3.75;27
Antila 26cc;https://www.boat24.com/en/sailingboats/antila/antila-26cc/detail/546379/;1 x 9.9 HP / 7.3 kW;;8.00 x 3.00 m;2016;Germany » Berlin » Friedrichshagen;54900;Antila;8;3;7
Jeanneau SUN Legende 41;https://www.yachtall.com/en/boat/jeanneau-sun-legende-41-s196859; Yanmar, 44 hp (32 kW), diesel; Bénéteau, used boat, GRP/polyester; 12.45 m x 3.96 m;1988;France, Marseille;54900;Bénéteau;12.45;3.96;35
Hunter 40;https://www.yachtall.com/en/boat/hunter-40-s213068; Yanmar, 63 hp (46 kW), diesel; Bruce Roberts, used boat, GRP/polyester; 12.19 m x 4.08 m;1985;Mexico, Isla Mujeres, Quintana Roo;54900;Bruce Roberts;12.19;4.08;38
Koopmans 38 Ketch;https://www.yachtall.com/en/boat/koopmans-38-ketch-s149031; Bukh Diesel DV36ME, 36 hp (26 kW), diesel; Taling, used boat, GRP/polyester; 11.50 m x 3.50 m;1982;Netherlands, Hoorn;54500;Taling;11.5;3.5;41
J BOAT J39;https://www.yachtall.com/en/boat/j-boat-j39-s209164; Yanmar 3GM30F, 27 hp (20 kW), diesel; J Boats, used boat, GRP/polyester; 12 m x 3.76 m;1992;Netherlands, Schepenkring Lelystad, Verkoopsteiger;54500;J Boats;12;3.76;31
Hunter 35.5 Legend;https://www.yachtall.com/en/boat/hunter-35.5-legend-s216582; Yanmar 3GM30F, 28 hp (21 kW), diesel; Marlow-Hunter, used boat, GRP/polyester; 10.84 m x 3.58 m;1991;Netherlands, Workum;54500;Marlow-Hunter;10.84;3.58;32
Vickers 41;https://www.yachtall.com/en/boat/vickers-41-s200999; Volvo Penta MD17, 39 hp (29 kW), diesel; Vickers, used boat, GRP/polyester; 12.50 m x 4.01 m;1991;Spain, Cadiz;54000;Vickers;12.5;4.01;32
Taling MS 33;https://www.yachtall.com/en/boat/taling-ms-33-s194556; Nanni Diesel, 38 hp (28 kW); Taling, used boat, GRP/polyester; 10.75 m x 3.15 m;1995;Germany, Contact De Valk Hamburg;54000;Taling;10.75;3.15;28
Bavaria 31 Cruiser;https://www.yachtall.com/en/boat/bavaria-31-cruiser-s212881; Volvo Penta, 18 hp (13 kW), diesel; Bavaria, used boat; 9.49 m x 3.38 m;2008;France, Pornic;54000;Bavaria;9.49;3.38;15
Bénéteau Océanis Clipper 331;https://www.yachtall.com/en/boat/beneteau-oceanis-clipper-331-s216409; Volvo Penta, 19 hp (14 kW), diesel; Bénéteau, used boat, GRP/polyester; 10.35 m x 3.42 m;2002;Portugal, Contact De Valk Portugal;54000;Bénéteau;10.35;3.42;21
Bavaria 30 Cruiser;https://www.yachtall.com/en/boat/bavaria-30-cruiser-s217710; Volvo Penta D1-20, 19 hp (14 kW), diesel; Bavaria, used boat, GRP/polyester; 9.45 m x 3.29 m;2006;Netherlands, Schepenkring Lelystad, Verkoopsteiger.;54000;Bavaria;9.45;3.29;17
Gibert Gib'Sea 364;https://www.yachtall.com/en/boat/gibert-gib-sea-364-s189344; Yanmar 3GM30F, 30 hp (22 kW), diesel; Gibert Marine, used boat, GRP/polyester; 11.05 m x 3.60 m;1996;France, Nice;53500;Gibert Marine;11.05;3.6;27
Jeanneau Sun Odyssey 32;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-32-s209732; Volvo Penta MD2020, 19 hp (14 kW), diesel; Jeanneau, used boat, GRP/polyester; 9.60 m x 3.30 m;2004;Italy, Sicilia;53000;Jeanneau;9.6;3.3;19
Jeanneau SUN Legende 41;https://www.yachtall.com/en/boat/jeanneau-sun-legende-41-s182258; Yanmar 4JHTE, 55 hp (40 kW), diesel; Woonboot, old-timer, steel boat; 12.35 m x 3.94 m;1986;France, Port-Saint-Louis-du-Rhône;53000;Woonboot;12.35;3.94;37
Dufour Gib'Sea 33 Only one Owner on this Gib'Sea;https://www.yachtall.com/en/boat/dufour-gib-sea-33-only-one-owner-on-this-gib-sea-s190831; Yanmar 3GM30, 30 hp (22 kW), diesel; Dufour, used boat, GRP/polyester; 9.90 m x 3.40 m;2000;France, Nice;52900;Dufour;9.9;3.4;23
Océanis 343;https://www.yachtall.com/en/boat/oceanis-343-s199769; Yanmar, 28 hp (21 kW), diesel; Bénéteau, used boat; 10.37 m x 3.48 m;2007;Greece, Athens;52500;Bénéteau;10.37;3.48;16
Contest Ketch 35 Boat Having Undergone an;https://www.yachtall.com/en/boat/contest-ketch-35-boat-having-undergone-an-s207114; Beta Marine, 35 hp (26 kW), diesel; X-Yachts, used boat, GRP/polyester; 10.65 m x 3.55 m;1982;Spain, Denia;52500;X-Yachts;10.65;3.55;41
Northstar 32;https://www.yachtall.com/en/boat/northstar-32-s216658; Lister Petter LPW4, diesel; Northstar, used boat, steel boat; 10.70 m x 3.24 m;1997;Netherlands, Hellevoetsluis;52000;Northstar;10.7;3.24;26
Moschini Vagabond 45;https://www.yachtall.com/en/boat/moschini-vagabond-45-s211481; Volvo Penta MD 21B/110S, 80 hp (59 kW), diesel; J Composites, used boat; 13.77 m x 4.30 m;1980;Italy, Friuli-Venezia Giulia;52000;J Composites;13.77;4.3;43
Carter 43;https://www.yachtall.com/en/boat/carter-43-s213003; Volvo Penta 2003, 35 hp (26 kW), diesel; Carter, used boat, GRP/polyester; 13.20 m x 3.70 m;1972;Netherlands;51500;Carter;13.2;3.7;51
Jeanneau SUN Legende 41;https://www.yachtall.com/en/boat/jeanneau-sun-legende-41-s217071; Yanmar 4JH4TE, 44 hp (32 kW), diesel; Jeanneau, used boat, GRP/polyester; 12.45 m x 3.94 m;1988;France, Port-Saint-Louis-du-Rhône;51000;Jeanneau;12.45;3.94;35
Dehler 36 CWS;https://www.yachtall.com/en/boat/dehler-36-cws-s207658; Yanmar 3YM30, 30 hp (22 kW), diesel; Dehler, used boat; 11 m x 3.51 m;1991;Great Britain, Banff;50500;Dehler;11;3.51;32
Maxus 26;https://www.boat24.com/en/sailingboats/maxus/maxus-26/detail/547074/;1 x 8.0 HP / 5.9 kW;;7.62 x 2.82 m;2015;Switzerland » Bielersee » Twann;50100;Maxus;7.62;2.82;8
MacGregor 65-1;https://www.yachtall.com/en/boat/macgregor-65-1-s201484; Pathfinder, 85 hp (63 kW), diesel; Bavaria, used boat; 19.81 m x 3.57 m;1987;USA, Oregon, Hood River;50000;Bavaria;19.81;3.57;36
Kettenburg;https://www.yachtall.com/en/boat/kettenburg-s180993; Volvo Penta D2-75F, 75 hp (55 kW), diesel; Cantiere del Pardo, used boat, GRP/polyester; 15.24 m x 3.96 m;1963;USA, California, Marina del Rey;50000;Cantiere del Pardo;15.24;3.96;60
Ticari Yachts Caique;https://www.yachtall.com/en/boat/ticari-yachts-caique-s176022; Volvo Penta MD7A, 13 hp (10 kW), diesel; Custom built/Eigenbau, used boat; 17.68 m x 5.49 m;1995;Saint Martin, Martinique;50000;Custom built/Eigenbau;17.68;5.49;28
Etap 32S Quille Tandem;https://www.yachtall.com/en/boat/etap-32s-quille-tandem-s213500; Volvo Penta, 19 hp (14 kW); Etap, used boat; 9.58 m x 3.35 m;2003;France, La Rochelle;50000;Etap;9.58;3.35;20
Chavantré Sarl Beaujolais;https://www.yachtall.com/en/boat/chavantre-sarl-beaujolais-s209945; Yanmar 2gm, 18 hp (13 kW); Custom built/Eigenbau, used boat; 10.10 m x 3.48 m;1981;France, Hyéres, Côte d’Azur;50000;Custom built/Eigenbau;10.1;3.48;42
Cobra 850;https://www.yachtall.com/en/boat/cobra-850-s202060; Yanmar, 22 hp (16 kW); Cobra Yachts (PL), used boat, GRP/polyester; 9 m x 3 m;1986;Turkey, Marmaris;50000;Cobra Yachts (PL);9;3;37
Jeanneau Sun Odyssey 36.2;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-36.2-s211996; Volvo Penta 2040, 40 hp (29 kW), diesel; Jeanneau, used boat; 10.64 m x 3.73 m;1997;Great Britain, Greenock;49950;Jeanneau;10.64;3.73;26
Bente 24;https://www.boat24.com/en/sailingboats/bente/bente-24/detail/549139/;1 x 5.0 HP / 3.7 kW;;7.55 x 2.75 m;2016;Germany » Heiligenhafen;49900;Bente;7.55;2.75;7
Jeanneau 30' Sun Odyssey 30i;https://www.yachtall.com/en/boat/jeanneau-30-sun-odyssey-30i-s193360; Yanmar, 19 hp (14 kW), diesel; Jeanneau, used boat, GRP/polyester; 8.99 m x 3.18 m;2009;Germany, Ostsee;49900;Jeanneau;8.99;3.18;14
Nautiner 30S Race;https://www.yachtall.com/en/boat/nautiner-30s-race-s10882; Lombardini LDW 502 M, 13 hp (10 kW), diesel; Nautiner Yachts, used boat, GRP/polyester; 9 m x 3 m;2010;Italy, Navene (Malcesine);49900;Nautiner Yachts;9;3;13
Bavaria 30 Cruiser;https://www.yachtall.com/en/boat/bavaria-30-cruiser-s209016; Volvo Penta, 19 hp (14 kW), diesel; Bavaria, used boat, GRP/polyester; 9.45 m x 3.29 m;2007;Netherlands, Binnenkort In Drimmelen;49900;Bavaria;9.45;3.29;16
Bénéteau Océanis Clipper 311;https://www.yachtall.com/en/boat/beneteau-oceanis-clipper-311-s213102; Volvo Penta, 19 hp (14 kW), diesel; Bénéteau, used boat, GRP/polyester; 9.50 m x 3.23 m;2001;France, Frejus;49900;Bénéteau;9.5;3.23;22
Gebr. de Kloet 26;https://www.yachtall.com/en/boat/gebr.-de-kloet-26-s213396; Vetus Diesel M3.09, 25 hp (18 kW), diesel; Gebr. de Kloet, used boat, GRP/polyester; 8.35 m x 2.95 m;2002;Netherlands, Schepenkring Lelystad, Verkoopsteiger;49800;Gebr. de Kloet;8.35;2.95;21
Oyster Lightwave 395;https://www.yachtall.com/en/boat/oyster-lightwave-395-s178299; Yanmar 3GM-30F, 30 hp (22 kW), diesel; Hallberg-Rassy, used boat, GRP/polyester; 12.04 m x 3.58 m;1989;Spain, El Masnou;49500;Hallberg-Rassy;12.04;3.58;34
CT 38;https://www.yachtall.com/en/boat/ct-38-s89410; Volvo Penta, 55 hp (40 kW), diesel; CT, used boat, GRP/polyester; 11.49 m x 3.50 m;1984;Netherlands, Contact De Valk Hindeloopen;49500;CT;11.49;3.5;39
Colin Archer 11.50;https://www.yachtall.com/en/boat/colin-archer-11.50-s203494; Nanni Diesel 4.110 HE, 30 hp (22 kW), diesel; Colin Archer, used boat, steel boat; 11.50 m x 3.75 m;1987;Netherlands, Workum;49500;Colin Archer;11.5;3.75;36
Koopmans 36 Polka Mazurka;https://www.yachtall.com/en/boat/koopmans-36-polka-mazurka-s216203; Sole 33, 33 hp (24 kW), diesel; Koopmans, used boat, aluminium boat; 10.80 m x 3.25 m;1974;Netherlands, Andijk;49500;Koopmans;10.8;3.25;49
Ligplaats 16 Meter;https://www.yachtall.com/en/boat/ligplaats-16-meter-s162609; Volvo Penta D1-30, 28 hp (21 kW), diesel; Ligplaats, used boat; 16 m x 6 m;1996;Netherlands, Medemblik;49500;Ligplaats;16;6;27
Feeling 30 DI;https://www.yachtall.com/en/boat/feeling-30-di-s213118; Volvo Penta D1-20, 18 hp (13 kW), diesel; Feeling, used boat, GRP/polyester; 9.10 m x 3.08 m;2001;Netherlands;49500;Feeling;9.1;3.08;22
Delphia 31;https://www.boat24.com/en/sailingboats/delphia/delphia-31/detail/523987/;;;9.78 x 3.40 m;2012;Croatia » onbekend;49000;Delphia;9.78;3.4;11
Abeking & Rasmussen 7,5 KR Kreuzeryacht;https://www.yachtall.com/en/boat/abeking-rasmussen-7,5-kr-kreuzeryacht-s134325; Yanmar, 27 hp (20 kW), diesel; Abeking & Rasmussen, old-timer, wooden boat; 11.15 m x 2.60 m;1950;Germany, Contact De Valk Hamburg;49000;Abeking & Rasmussen;11.15;2.6;73
Harmony 31;https://www.yachtall.com/en/boat/harmony-31-s189797; Volvo Penta D1-20, 19 hp (14 kW), diesel; Harmony Yachts, used boat, GRP/polyester; 9.91 m x 3.34 m;2007;Greece, Athens;49000;Harmony Yachts;9.91;3.34;16
Sun Fizz Ketch 40;https://www.yachtall.com/en/boat/sun-fizz-ketch-40-s201589; Beta Marine, 37.5 hp (28 kW), diesel; Contest Yachts / Conyplex, used boat, GRP/polyester; 11.95 m x 3.85 m;1982;Greece, Athens;49000;Contest Yachts / Conyplex;11.95;3.85;41
Jeanneau SUN Legende 41;https://www.yachtall.com/en/boat/jeanneau-sun-legende-41-s166563; Perkins Sabre 4.108M, 50 hp (37 kW), diesel; Bavaria, used boat, GRP/polyester; 12.50 m x 3.94 m;1986;Greece, Kalamata;49000;Bavaria;12.5;3.94;37
Bénéteau Océanis 311 Clipper (deriveur);https://www.yachtall.com/en/boat/beneteau-oceanis-311-clipper-deriveur-s213595; Volvo Penta, 19 hp (14 kW), diesel; Bénéteau, used boat; 9.50 m x 3.23 m;2002;France, La Rochelle;49000;Bénéteau;9.5;3.23;21
Cromarty 36;https://www.yachtall.com/en/boat/cromarty-36-s211345; Volvo Penta MD31A 868159, 62 hp (46 kW), diesel; Cromarty, used boat, GRP/polyester; 10.39 m x 3.62 m;1989;Greece, Kos;49000;Cromarty;10.39;3.62;34
Moody 346;https://www.yachtall.com/en/boat/moody-346-s208641; Mitsubishi Thornycroft, 26 hp (19 kW), diesel; Moody, used boat, GRP/polyester; 10.50 m x 3.56 m;1987;Croatia, Istra;48900;Moody;10.5;3.56;36
Bénéteau Océanis 300;https://www.yachtall.com/en/boat/beneteau-oceanis-300-s217699; Volvo Penta, 18 hp (13 kW), diesel; Bénéteau, used boat; 9.13 m x 3.23 m;1993;France, La Rochelle;48500;Bénéteau;9.13;3.23;30
Bénéteau First 405;https://www.yachtall.com/en/boat/beneteau-first-405-s181313; Perkins Sabre, 54 hp (40 kW), diesel; Bénéteau, used boat, GRP/polyester; 12.40 m x 3.89 m;1988;Greece, Contact De Valk Corfu;48000;Bénéteau;12.4;3.89;35
Provin Astrolabe;https://www.yachtall.com/en/boat/provin-astrolabe-s207937; Mercedes-Benz M 6 1 5 4 C Y L, 55 hp (40 kW), diesel; Custom built/Eigenbau, used boat, steel boat; 12.30 m x 3.85 m;1991;Spain, Lanzarote;48000;Custom built/Eigenbau;12.3;3.85;32
Marchi 39;https://www.yachtall.com/en/boat/marchi-39-s203028; Yanmar, 40 hp (29 kW); Marchi, used boat; 11.65 m x 3.62 m;1979;Italy, Veneto;48000;Marchi;11.65;3.62;44
Jeanneau Sun Odyssey 32.2;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-32.2-s215030; Volvo Penta, 18 hp (13 kW), diesel; Jeanneau, used boat, GRP/polyester; 9.50 m x 3 m;1999;Spain, Contact De Valk Almeria;48000;Jeanneau;9.5;3;24
Tyler Hustler 35;https://www.yachtall.com/en/boat/tyler-hustler-35-s209000; Beta Marine 28, 28 hp (21 kW), diesel; Tyler Boat Company, used boat, GRP/polyester; 10.67 m x 3.17 m;1970;France, St Brieuc;47500;Tyler Boat Company;10.67;3.17;53
Van de Stadt 45;https://www.yachtall.com/en/boat/van-de-stadt-45-s179786; Perkins Sabre 4108, 49 hp (36 kW), diesel; Van de Stadt, used boat, GRP/polyester; 13.50 m x 3.60 m;1977;Netherlands, Visits On Appointment;47000;Van de Stadt;13.5;3.6;46
J 92 S;https://www.yachtall.com/en/boat/j-92-s-s199568; Volvo Penta MD 2020, 19 hp (14 kW), diesel; J Composites, used boat; 9.14 m x 3.05 m;2005;France;47000;J Composites;9.14;3.05;18
Ricochet 930;https://www.yachtall.com/en/boat/ricochet-930-s187344; Yanmar 1gm9, 9 hp (6.6 kW), diesel; Ricochet, used boat, GRP/polyester; 9.30 m x 3.26 m;2002;Turkey, Marmaris;47000;Ricochet;9.3;3.26;21
Chabert Marseille;https://www.yachtall.com/en/boat/chabert-marseille-s201644; Renault, 25 hp (18 kW); Custom built/Eigenbau, old-timer; 10.44 m x 2.94 m;1958;Spain, Empuriabrava;47000;Custom built/Eigenbau;10.44;2.94;65
Olympic Queen 41;https://www.yachtall.com/en/boat/olympic-queen-41-s212861; Lister Petter C54 MGR, 76 hp (56 kW), diesel; Sunbeam, used boat; 12.20 m x 3.40 m;1985;Greece, Athens;46500;Sunbeam;12.2;3.4;38
Jeanneau Espace 1100 Sailboat in Excellent;https://www.yachtall.com/en/boat/jeanneau-espace-1100-sailboat-in-excellent-s216271; Mercedes-Benz S O L E, 75 hp (55 kW), diesel; Jeanneau, used boat, GRP/polyester; 11.05 m x 3.65 m;1988;Spain, Denia;46000;Jeanneau;11.05;3.65;35
Bavaria 34;https://www.yachtall.com/en/boat/bavaria-34-s204833; Volvo Penta MD2030, 30 hp (22 kW), diesel; Bavaria, used boat; 10.85 m x 3.45 m;2001;Great Britain, Greenock;45950;Bavaria;10.85;3.45;22
Endurance 37;https://www.yachtall.com/en/boat/endurance-37-s188666; Ynmar, 55 hp (40 kW), diesel; Endurance, used boat, GRP/polyester; 11.25 m x 3.50 m;1980;Greece, Contact De Valk Corfu;45000;Endurance;11.25;3.5;43
Elan 333;https://www.yachtall.com/en/boat/elan-333-s203904; Yanmar, 18 hp (13 kW), diesel; Elan, used boat; 10.44 m x 3.46 m;2000;Croatia, Split;45000;Elan;10.44;3.46;23
Morgan CSY M44;https://www.yachtall.com/en/boat/morgan-csy-m44-s127742; Yanmar, 44 hp (32 kW), diesel; Dufour, used boat, GRP/polyester; 13.41 m x 4.11 m;1988;USA, New York, Staten Island;45000;Dufour;13.41;4.11;35
Moody 419;https://www.yachtall.com/en/boat/moody-419-s203714; Thornycroft, 50 hp (37 kW), diesel; Moody, used boat; 12.21 m x 4 m;1984;Martinique, Antilles Françaises;45000;Moody;12.21;4;39
Dériveur Intégral EN Acier;https://www.yachtall.com/en/boat/deriveur-integral-en-acier-s213745; 47 hp (35 kW), diesel; Elan, used boat; 12.10 m x 4.10 m;1997;France, La Rochelle;45000;Elan;12.1;4.1;26
Vagabond Staysail 42;https://www.yachtall.com/en/boat/vagabond-staysail-42-s187652; Yanmar, 55 hp (40 kW), diesel; Carena, old-timer, steel boat; 12.80 m x 3.87 m;1983;USA, Florida, Titusville;45000;Carena;12.8;3.87;40
William Garden 45 Yawl;https://www.yachtall.com/en/boat/william-garden-45-yawl-s45003; Yanmar, gasoline; Marlow-Hunter, used boat, GRP/polyester; 13.72 m x 2.74 m;1956;USA, California, Wilmington;45000;Marlow-Hunter;13.72;2.74;67
Belliure 35;https://www.yachtall.com/en/boat/belliure-35-s210576; Perkins Sabre 4108, 50 hp (37 kW), diesel; Belliure, used boat; 10.75 m x 3.35 m;1978;Colombia;45000;Belliure;10.75;3.35;45
Tirion HP28;https://www.yachtall.com/en/boat/tirion-hp28-s209190; Yanmar 1GM10, 9 hp (6.6 kW), diesel; Tirion, used boat; 8.85 m x 2.59 m;2016;Netherlands, Visits On Appointment;45000;Tirion;8.85;2.59;7
Bénéteau Océanis 350;https://www.yachtall.com/en/boat/beneteau-oceanis-350-s212641; Volvo Penta 2003, 28 hp (21 kW), diesel; Bénéteau, used boat; 9.92 m x 3.40 m;1989;Italy, Veneto;45000;Bénéteau;9.92;3.4;34
31 Wattenkreuzer Segelyacht aus der GD Boote;https://www.yachtall.com/en/boat/31-wattenkreuzer-segelyacht-aus-der-gd-boote-s207839; Vetus Diesel, 33 hp (24 kW), diesel; GD Boote Daulsberg, used boat, GRP/polyester; 9.35 m x 3.35 m;1979;Germany, Neustadt Glewe;45000;GD Boote Daulsberg;9.35;3.35;44
Møn 331 Deckshaus Targa;https://www.yachtall.com/en/boat/moen-331-deckshaus-targa-s212709; Yanmar Diesel, 34 hp (25 kW), diesel; Møn, used boat, GRP/polyester; 10 m x 3.30 m;1987;Germany, Brandenburg an der Havel (Malge);44990;Møn;10;3.3;36
Bavaria 34;https://www.yachtall.com/en/boat/bavaria-34-s179095; Volvo Penta MD 2030, 30 hp (22 kW), diesel; Bavaria, used boat; 10.80 m x 3.48 m;2001;Great Britain, Greenock;44950;Bavaria;10.8;3.48;22
Lübbe Voss Werftbau;https://www.yachtall.com/en/boat/luebbe-voss-werftbau-s206849; Nanni Diesel Diesel Bj. 1997, 50 hp (37 kW), diesel; Lübbe Voß / Voß-Werft, old-timer, steel boat; 12 m x 3.44 m;1968;Germany, Varel;44900;Lübbe Voß / Voß-Werft;12;3.44;55
Bianca 107;https://www.yachtall.com/en/boat/bianca-107-s211604; Yanmar 2GM20, 18 hp (13 kW), diesel; Bianca Yacht, used boat, GRP/polyester; 10.70 m x 3.20 m;1987;Netherlands, Monncickendam;44500;Bianca Yacht;10.7;3.2;36
Island Trader 45;https://www.yachtall.com/en/boat/island-trader-45-s196180; Yanmar, 75 hp (55 kW), diesel; Bénéteau, used boat; 16.25 m x 4.88 m;1980;USA, Florida, Fort Pierce;44000;Bénéteau;16.25;4.88;43
Lofoten Classic Bronze deck fittings.Spars and;https://www.yachtall.com/en/boat/lofoten-classic-bronze-deck-fittings.spars-and-s144027; SOLE, 42 hp (31 kW), diesel; Boudignon, old-timer, wooden boat; 9.08 m x 2.82 m;1960;France, Nice;44000;Boudignon;9.08;2.82;63
Dehler 38 ST;https://www.yachtall.com/en/boat/dehler-38-st-s205295; Volvo Penta 2003, 28 hp (21 kW), diesel; Dehler, used boat, GRP/polyester; 11.30 m x 3.75 m;1986;Spain, Balearen;43900;Dehler;11.3;3.75;37
Reinke M10;https://www.yachtall.com/en/boat/reinke-m10-s173077; Kubota 850D, 25 hp (18 kW), diesel; Reinke, used boat, steel boat; 10 m x 3 m;1989;Netherlands, Doetinchem / Giesbeek;43000;Reinke;10;3;34
RON Holland 13.5 COBO;https://www.yachtall.com/en/boat/ron-holland-13.5-cobo-s169472; Lombardini, 50 hp (37 kW); Sciarelli, used boat; 13.50 m x 4.05 m;1982;Spain, Nice, Empuriabrava;43000;Sciarelli;13.5;4.05;41
Udondo Galea 34;https://www.yachtall.com/en/boat/udondo-galea-34-s208232; SOLE mini 33, 31 hp (23 kW), diesel; Udondo, old-timer, wooden boat; 9.95 m x 2.30 m;1962;Spain, Barcelona;43000;Udondo;9.95;2.3;61
Carroll Marine Mumm 36;https://www.yachtall.com/en/boat/carroll-marine-mumm-36-s170243; Yanmar 2GM20, 19 hp (14 kW), diesel; Carroll Marine, used boat; 10.90 m x 3.60 m;1994;France, St Tropez, Méditerranée;43000;Carroll Marine;10.9;3.6;29
Delphia 26;https://www.boat24.com/en/sailingboats/delphia/delphia-26/detail/525583/;2 x 1.9 HP / 1.4 kW;;7.79 x 2.85 m;2012;Austria » Neusiedler See » am Neusiedler See;42900;Delphia;7.79;2.85;11
Waarschip 10.10;https://www.yachtall.com/en/boat/waarschip-10.10-s208575; Yanmar 2GM 20, 18.4 hp (14 kW), diesel; Waarschip Werft, used boat, wooden boat; 10.50 m x 2.50 m;1993;Netherlands, Lemmer;42500;Waarschip Werft;10.5;2.5;30
Aak Ewer 15.00;https://www.yachtall.com/en/boat/aak-ewer-15.00-s170068; Mercedes-Benz O M 3 1 4, 75 hp (55 kW), diesel; Kotter, old-timer, wooden boat; 14.99 m x 4.60 m;1998;Netherlands, Haven;42000;Kotter;14.99;4.6;25
Marten Marine ILC 40 Open;https://www.yachtall.com/en/boat/marten-marine-ilc-40-open-s209183; diesel; Custom built/Eigenbau, used boat; 12.49 m x 3.95 m;1994;Croatia, Zadar;42000;Custom built/Eigenbau;12.49;3.95;29
Bénéteau First 31.7;https://www.yachtall.com/en/boat/beneteau-first-31.7-s170016; Volvo Penta, 20 hp (15 kW), diesel; Bénéteau, used boat, GRP/polyester; 9.61 m x 3.23 m;2001;France;42000;Bénéteau;9.61;3.23;22
Baltic 37;https://www.yachtall.com/en/boat/baltic-37-s210288; Volvo Penta MD2030, 30 hp (22 kW), diesel; Baltic Yachts, used boat, GRP/polyester; 11.30 m x 3.66 m;1981;Greece, Aegean;42000;Baltic Yachts;11.3;3.66;42
Hallberg-Rassy 29;https://www.yachtall.com/en/boat/hallberg-rassy-29-s212170; Volvo Penta D1-30, 27 hp (20 kW), diesel; Hallberg-Rassy, used boat, GRP/polyester; 8.90 m x 2.83 m;1983;Germany, Ostsee;42000;Hallberg-Rassy;8.9;2.83;40
Bénéteau Océanis 350;https://www.yachtall.com/en/boat/beneteau-oceanis-350-s211907; Beta Marine, 30 hp (22 kW), diesel; Bénéteau, used boat; 9.92 m x 3.43 m;1989;France, Pornic;42000;Bénéteau;9.92;3.43;34
Elan 295 - VERKAUFT;https://www.yachtall.com/en/boat/elan-295-verkauft-s155495; Yanmar 2GM20, 18 hp (13 kW), diesel; Elan, used boat, GRP/polyester; 9.40 m x 2.99 m;1995;Germany, Neustadt I. H.;41900;Elan;9.4;2.99;28
Viko S22;https://www.boat24.com/en/sailingboats/viko-s22/detail/549174/;1 x 5.0 HP / 3.7 kW;;7.30 x 2.48 m;2014;Switzerland » Lake Geneva » Bouveret;41600;Viko;7.3;2.48;9
Tack Hollande Ketch Bermudien 38;https://www.yachtall.com/en/boat/tack-hollande-ketch-bermudien-38-s215559; Yanmar, 44 hp (32 kW), diesel; Najad, used boat, GRP/polyester; 11.60 m x 3.65 m;1986;France, Martigues;41500;Najad;11.6;3.65;37
Mak7 Race;https://www.yachtall.com/en/boat/mak7-race-s214287; Epropulsion 1.0 Spirit, 3 hp (2.2 kW), electro drive; Yacht Service, used boat, GRP/polyester; 7.50 m x 2.50 m;2009;Germany, Brombachsee;41490;Yacht Service;7.5;2.5;14
Aqua-Craft 45 Bruce Roberts;https://www.yachtall.com/en/boat/aqua-craft-45-bruce-roberts-s182275; Perkins Sabre, 85 hp (63 kW), diesel; Granada, used boat, GRP/polyester; 13.72 m x 3.96 m;1981;USA, Florida, Moore Haven;40000;Granada;13.72;3.96;42
Morgan 41 Out Island;https://www.yachtall.com/en/boat/morgan-41-out-island-s110462; Perkins Sabre, 62 hp (46 kW), diesel; Nautor's Swan, used boat, GRP/polyester; 12.50 m x 4.21 m;1983;USA, Florida, Placida;40000;Nautor's Swan;12.5;4.21;40
Nauticat 33 Ketch;https://www.yachtall.com/en/boat/nauticat-33-ketch-s203350; Sabre, 80 hp (59 kW), diesel; Bénéteau, used boat; 10 m x 3.25 m;1981;Spain;40000;Bénéteau;10;3.25;42
Breewijd 31;https://www.yachtall.com/en/boat/breewijd-31-s183053; Vetus Diesel Mitsubischi M 4.14, 32 hp (24 kW), diesel; Breewijd, used boat, steel boat; 9.50 m x 3.10 m;1989;Netherlands, Medemblik;39995;Breewijd;9.5;3.1;34
